인구이동_기점,인구이동_종점,0세_19세 일평균 외부유입 인구,20세_39세 일평균 외부유입 인구,40세_64세 일평균 외부유입 인구,65세 이상 일평균 외부유입 인구,남성_일평균 외부유입 인구,여성_일평균 외부유입 인구,2020년 1월_일평균 외부유입 인구,2020년 2월_일평균 외부유입 인구,2020년 3월_일평균 외부유입 인구,2020년 4월_일평균 외부유입 인구,2020년 5월_일평균 외부유입 인구,2020년 6월_일평균 외부유입 인구,2020년 7월_일평균 외부유입 인구,2020년 8월_일평균 외부유입 인구,2020년 9월_일평균 외부유입 인구,2020년 10월_일평균 외부유입 인구,2020년 11월_일평균 외부유입 인구,2020년 12월_일평균 외부유입 인구,주중_새벽(0시-6시)_일평균 외부유입 인구,주중_출근(7시-9시)_일평균 외부유입 인구,주중_주간(10시-17시)_일평균 외부유입 인구,주중_퇴근(18시-20시)_일평균 외부유입 인구,주중_야간(21시-23시)_일평균 외부유입 인구,주말_첨두시(11시-19시)_일평균 외부유입 인구,주말_비첨두시(20시-10시)_일평균 외부유입 인구,데이터기준일자
용인시 처인구,세류2동,24.31,276.18,387.77,52.87,243.96,497.17,939.08,703.61,663.1,802.43,715.58,713.15,674.63,664.5,792.59,748.35,689.75,785.42,109.67,115.01,350.65,52.62,71.38,454.46,391.98,2021-11-30
용인시 처인구,세류3동,19.81,134.45,166.39,14.88,127.05,208.48,356.24,296.48,282.72,287.48,300.41,309.23,298.4,267.07,369.88,392.01,354.55,508.63,55.21,55.56,170.74,24.1,33.51,179.04,147.41,2021-11-30
용인시 처인구,송죽동,27.31,98.14,163.96,46.59,159.01,176.98,500.65,437.93,246.3,273.09,262.19,294.27,249.08,415.71,278.06,334.62,361.38,380.73,67.96,37.88,134.52,27.51,43.53,238.13,159.78,2021-11-30
용인시 처인구,연무동,57.01,285.5,473.41,50.22,323.75,542.38,907.87,806.53,696.04,986.82,893.04,906.05,779.21,737.47,893.3,943.74,964.85,884.11,115.17,159.49,469.25,64.53,75.83,365.53,454.92,2021-11-30
용인시 처인구,영통1동,144.33,521.06,710.15,154.15,707.42,822.26,2091.96,1761.57,1406.52,1069.68,1522.16,1514.45,1463.35,1715.15,1517.89,1548.48,1468.56,1273.71,148.64,334.9,852.8,153.99,152.76,527.42,716.57,2021-11-30
용인시 처인구,영통2동,36.61,758.7,688.92,33.05,536.58,980.7,1684.42,1672.37,1466.73,1520.92,1504.48,1542.56,1557,1547.68,1498.74,1490.27,1321.6,1404.61,135.65,220.15,932.14,184.35,186.64,504.72,655.7,2021-11-30
용인시 처인구,영통3동,289.54,1288.04,1736.91,205.73,1450.45,2069.78,4392.76,3785.15,3443.6,3432.68,3425.74,3561.13,3653.93,3306.22,3516.02,3671.38,3315.08,2747.87,309.05,506.19,2127.57,427.2,469.44,1197.25,1518.78,2021-11-30
용인시 처인구,영화동,112.95,564.56,669.42,76.44,588.48,834.89,1497.16,1392.84,1223.11,1271.34,1386.65,1412.68,1382.43,1334.32,1433.36,1482.26,1602.31,1660.87,181.86,216.6,836.32,121.24,152.97,644.91,562.78,2021-11-30
용인시 처인구,우만1동,28.05,371.51,661.97,57.79,370.36,748.95,1291.47,1116.12,1116.92,1190.1,1282.27,1122.55,1096.95,1028.28,1162.52,1052.08,1087.54,887.56,145.24,175.53,599.43,91.72,122.21,509.39,572.61,2021-11-30
용인시 처인구,우만2동,48.53,261.27,293.88,73.24,276.41,400.5,763.25,685.08,610.85,683.8,649.4,641.13,685.47,743.75,633.49,697.09,635.86,690.62,108.33,91.49,359.75,58.69,84.07,323.22,289.65,2021-11-30
용인시 처인구,원천동,152.63,1305.13,1935.17,280.72,1613.32,2060.33,4422.47,3774.29,3294.22,3499.75,3421.36,3784.19,3726.9,3465.12,3630.43,3617.4,3747.35,3705.71,448.15,715.9,2316.1,311.37,377.14,1227.45,1199.13,2021-11-30
용인시 처인구,율천동,120.18,405.55,405.44,51.31,355.89,626.59,1491.62,1028.95,795.49,916.95,815.41,867.63,909.31,1028.81,870.22,1053.77,939.73,1064.04,138.15,141.03,501.54,90.37,113.38,527.09,450.4,2021-11-30
용인시 처인구,인계동,339.06,2126.48,1997.6,204.46,2054.61,2613,5730.9,4635.51,4211.14,4565.07,4803.37,5218.06,4763.8,4689.8,4238.25,4473.29,4716.03,3966.11,522.89,640.09,2556.48,427.46,565.45,2342.83,2212.03,2021-11-30
용인시 처인구,입북동,13.85,109.63,105.78,6.98,76.01,160.23,316.32,168.1,209.27,195.27,196.16,225.1,248.75,294.26,381.77,209.33,197.16,190.71,46.77,30.14,112.29,18.9,29.34,117.03,116.18,2021-11-30
용인시 처인구,정자1동,17.98,120.09,199.65,73.64,169.1,242.26,505.09,394.49,480.81,336.88,327.12,387.45,354.73,379.26,347.18,484.85,444.41,488.74,47.57,48.11,202.16,36.13,36.25,275.44,239.54,2021-11-30
용인시 처인구,정자2동,28.74,209.98,307.28,20.24,250.61,315.63,564.33,562.24,709.86,507.78,611.74,478.47,536.44,456.68,603.41,554.94,574.3,631.19,100.64,81.3,280.36,38.21,60.84,317.59,260.97,2021-11-30
용인시 처인구,정자3동,59.5,299.62,252.36,57.22,273.67,395.04,734.85,742.34,649.62,611.06,686.17,725.73,803.82,633.47,453.62,759.61,660.54,561.12,77.61,81.38,386.26,68.9,73.3,292.41,329.07,2021-11-30
용인시 처인구,조원1동,56.67,280.42,462.69,72.61,293.92,578.46,1166.06,807.92,694.34,904.93,852.03,850.02,945.71,913.26,841.84,921.99,748.39,813.31,115.67,122.61,464.5,72.87,96.57,445.71,427.07,2021-11-30
용인시 처인구,조원2동,18.15,130.69,195.45,22.96,123.65,243.6,512.86,354.08,301.8,345.81,377.58,377.98,347.5,389.55,353.18,385.78,365.47,293.71,39.23,51.34,203.98,41.76,44.99,130.17,201.72,2021-11-30
용인시 처인구,지동,73.4,221.12,319.51,72.7,337.12,349.61,1012.2,703.78,587.79,630.91,520.08,695.61,782.15,761.82,677.17,622.46,595.9,647.22,98.88,123.29,377.74,50.5,68.96,311.21,293.28,2021-11-30
용인시 처인구,파장동,66.71,399.45,844.94,61.63,489.73,883.02,1812.25,1350.7,1229.3,1403.64,1476.81,1356.14,1265.48,1338.67,1192.87,1361.12,1340.28,1337.88,181.58,215.41,726.27,133.32,143.48,632.06,671.86,2021-11-30
용인시 처인구,평동,70.51,605.64,773.15,45.16,373.97,1120.49,1364.56,1249.6,1309.43,1352.36,1353.19,1615.8,1511.2,1336.45,1624.93,1722.54,1870.64,1622.66,160.59,260.57,1025.01,129.25,125.06,446.64,528.79,2021-11-30
용인시 처인구,행궁동,175.92,392.33,615.49,120.58,609.59,694.74,1105.11,1010.09,1021.13,1153.32,1280.7,1687.52,1545.36,1284.34,1417.69,1633.07,1422.58,1086.98,90.51,185.24,805.42,118.83,108.86,465.3,827.61,2021-11-30
용인시 처인구,호매실동,14.82,115.32,110.16,6.57,84,162.87,422.9,214.97,225.69,238.63,219.94,195.57,272.5,263.18,217.28,261.29,215.82,208.72,34.13,27.43,106.47,19.89,29.62,178.34,142.41,2021-11-30
용인시 처인구,화서1동,28.47,208.15,281.61,24.12,184.15,358.18,523.58,497.26,490.87,723.03,574.87,522.06,626.34,473.46,526.91,579.04,562.92,410.16,78.93,74.1,290.99,49.46,59.21,254.36,261.89,2021-11-30
용인시 처인구,화서2동,24.9,175.05,212.24,34.03,199.39,246.82,610.87,421.81,403.28,502.56,498.79,461.73,466.91,422.08,351.24,427.75,494.16,292.61,45.26,57.04,244.22,48.76,48.17,197.72,255.45,2021-11-30
울산광역시,고등동,4.66,18.01,20.21,1.65,14.76,29.77,94.12,34.46,39.67,32.87,53.05,22.37,22.5,45.03,57.85,47.31,47.06,30.33,10.49,4.68,10.68,2.81,6.87,36.51,22.1,2021-11-30
울산광역시,곡선동,16.31,76.48,85.3,3.59,83.8,97.87,231.46,297.8,84.62,77.69,197.82,175.12,165.43,240.71,80.17,191.95,255.83,178.07,49.06,18.27,48.81,11.76,27.32,163.69,81.11,2021-11-30
울산광역시,광교1동,59.01,162,149.01,27.78,186.84,210.95,388.02,237.68,358.21,498.28,517.96,271.68,309.7,348.2,666.9,544.43,395.88,234.1,85.37,42.74,135.01,30.74,55.83,306.47,212.52,2021-11-30
울산광역시,광교2동,30.41,62.3,54.61,11.35,39.36,119.31,217.9,157.34,101.08,155.01,122.83,194.54,209.02,131.57,123.6,206.23,139.55,144.65,31.36,18.77,52.7,10.79,21.1,122.59,96.44,2021-11-30
울산광역시,구운동,2.53,62.67,70.21,6.43,43.37,98.46,170.68,134.63,121.12,238.32,146.48,104.48,143.27,159.06,142.5,123.6,82.35,135.02,40.23,14.04,37.76,10.32,23.54,119.45,62.52,2021-11-30
울산광역시,권선1동,10.18,111.68,133.38,16.03,105.3,165.98,461.4,279.5,192.04,118.06,243.18,227.96,240.45,301.66,190.52,329.24,448.52,220.16,80.42,28.71,67.14,17.56,43,230.34,127.7,2021-11-30
울산광역시,권선2동,21.85,34.88,82.41,17.91,64.12,92.93,266.62,106.88,170.25,259.13,137.55,233.26,100.68,139.27,69.07,182.09,120.44,93.82,43.03,17.87,47.07,12.35,25.61,113.42,67.12,2021-11-30
울산광역시,금곡동,7,85.97,110.38,36.35,133.09,106.61,261.2,148.59,188.45,247.44,396.51,262.12,142.7,220.14,196.81,264.67,203.04,334.86,72.71,25.83,58.74,17.57,39.92,200.21,97.69,2021-11-30
울산광역시,망포1동,7.95,89.48,85.01,10.2,95.52,97.12,235.08,95.36,127.4,160.34,216.53,167.33,279.41,176.26,332.12,168.92,152.31,190.36,52.21,21.37,58.03,14.97,30.16,148.02,80.95,2021-11-30
울산광역시,망포2동,9.22,22.64,41.57,6.01,41.85,37.59,65.77,34.3,24.48,34.34,54.01,253.44,104.89,64.06,116.28,54.48,27.64,79.83,20.62,8.69,21.12,5.3,11.2,55.52,31.01,2021-11-30
울산광역시,매교동,0.15,4.41,11.17,4.24,10.37,9.59,27.35,15.16,15.72,18.36,10.95,6.36,54.9,12.96,14.32,12.04,29.69,13.11,1.53,0.96,5.16,1.33,2.23,8.1,9.51,2021-11-30
울산광역시,매산동,23.73,152.28,127.12,4.77,96.75,211.14,439.58,228.03,229.89,300.18,419.33,334.03,234.07,398.48,311.85,268.13,337.28,190.46,66.08,26.98,92.89,26.79,50.61,224.9,195.22,2021-11-30
울산광역시,매탄1동,0.27,10.95,14.67,0.81,8,18.7,26.78,18.31,19.14,19.63,19.09,36.9,23.8,18.02,37.37,14.69,14.8,57.77,6.32,2.46,4.92,1.69,3.77,15.41,12.83,2021-11-30
울산광역시,매탄2동,16.78,100.49,141.61,49.53,142.75,165.66,305.74,563.03,234.1,291.34,298.36,250.15,289.63,318.49,307.5,421.04,270.54,163.68,93.82,34.42,83.24,21.7,49.26,239.93,133.89,2021-11-30
울산광역시,매탄3동,8.47,76.52,131.7,5.96,81.48,141.17,256.52,146.25,271.53,305.89,196.38,195.84,230.97,217.49,134.3,202.86,306.06,204.43,59.14,24.72,60.96,14.77,33.94,196.46,99.55,2021-11-30
울산광역시,매탄4동,7.86,13.3,20.84,0.44,20.41,22.03,70.9,11.88,90.53,39.88,37,45.84,24.13,33.28,18.23,21.78,20.04,56.86,8.89,3.61,6.6,1.74,4.21,28.44,14.93,2021-11-30
울산광역시,서둔동,5.78,50.99,77.63,2.08,46.3,90.18,225.46,61.24,84.48,189.8,129.94,134.81,68.53,107.27,75.7,256.79,226.15,75.29,31.93,11.7,42.36,10.8,21.32,95.58,87.13,2021-11-30
울산광역시,세류1동,1.16,9.8,24.87,0.94,16.16,20.61,57.95,88.39,19.06,41.68,50.03,31.61,16.46,47.77,14.19,22.66,18.05,31.35,7.18,2.87,13.01,2.55,5.23,29.98,16.47,2021-11-30
울산광역시,세류2동,13.33,49.82,42.66,19.16,44.86,80.11,298.7,107.58,97.24,62.03,182.07,44.53,270.59,128.06,132.26,36.48,34.04,97.13,30.36,11.34,40.02,9.26,18.93,103.84,57.86,2021-11-30
울산광역시,세류3동,1.32,43.61,37.82,1.74,36.11,48.38,74.19,67.12,139.1,65.78,89.76,63.56,49.15,104.57,55.89,106.61,75.25,113.08,29.55,9.32,19.62,5.38,12.58,69.75,28.53,2021-11-30
울산광역시,송죽동,3.7,21.61,15.96,1.58,14.75,28.11,82.28,25.52,65.31,51.15,41.78,57.23,45.32,30.19,29.02,28.97,20.2,12.12,8.25,3.02,10.26,3.39,6.16,26.96,14.24,2021-11-30
울산광역시,연무동,8.86,92.21,50.54,1.91,51.53,101.99,81.86,210.48,174.93,174.24,56.33,155.47,168.83,132.4,296.7,137.62,144.49,115.17,47.33,17.65,42.27,10.93,25.29,112.26,63.62,2021-11-30
울산광역시,영통1동,4.97,45.49,58.41,5.12,49.89,64.09,241.03,39.93,204.93,46.22,131.36,66.89,75.92,145.74,126.46,120.44,66.5,75.7,28.09,9.57,23.01,7.2,18,119.53,52.13,2021-11-30
울산광역시,영통2동,4.66,76.04,73.26,7.9,73.12,88.75,193.69,185.44,72.28,120.5,171.32,260.66,134.88,196.38,259.61,132.63,162.5,56.15,44.43,14.53,44.32,14.03,31.47,124.27,69.01,2021-11-30
울산광역시,영통3동,55.66,235.32,126.93,11.9,183.89,245.93,463.98,367.51,358.17,334.6,596.08,747.95,356.64,503.63,357.21,448.24,289.49,330.62,116.02,42.94,117.06,35.77,76.18,346.34,188.94,2021-11-30
울산광역시,영화동,12.44,60.15,73.22,4.48,46.3,104,193.5,94.58,119.59,116.39,174.29,121.81,97.89,211.39,233.26,139.52,151.42,145.3,38.37,16.45,44.41,10.37,22.88,126.6,67.15,2021-11-30
울산광역시,우만1동,3.8,45.29,66.35,5.67,48.48,72.63,156.92,249.78,55.09,120.98,94.01,114.51,122.66,123.1,101.13,155.79,88.95,62.96,24.71,11.55,31.87,7.21,14.92,107.59,81.9,2021-11-30
울산광역시,우만2동,3.49,65.72,33.09,1.01,29.65,73.66,87.82,116.05,97.32,114.1,101.66,75.21,80.92,89.07,125.35,110.49,72.19,166.34,32.29,10.98,24.5,7.17,16.92,83.35,43.86,2021-11-30
울산광역시,원천동,62.79,136.58,142.85,30.56,171.34,201.44,357.15,402.35,593.5,303.24,265.4,419.98,322.64,323.11,466.57,454.85,259.83,305.25,100.02,42.99,124.18,30.94,62.78,256.58,146.09,2021-11-30
울산광역시,율천동,56.96,276.02,160.17,11.65,197.44,307.35,462.36,390.04,688.76,372.91,440.85,528.53,427.2,589.96,833.48,566.96,421.21,332.25,141.25,56.85,147.45,38.94,85.42,395.04,197.62,2021-11-30
울산광역시,인계동,15.45,209.75,167.26,12.45,152.5,252.4,554.26,486.58,247.38,335.58,433.44,387.28,311.57,378.66,264.58,530.52,641.9,292.67,99.72,36.89,90.69,29.1,69.24,383.75,220.85,2021-11-30
울산광역시,입북동,5.99,15.77,66.37,3.63,39.5,52.26,134.66,83.52,122.26,304.03,88.98,82.27,38.49,28.86,32.67,55.84,57.97,68.76,26,11.31,27.86,7.16,14.07,61.77,39.98,2021-11-30
울산광역시,정자1동,2.48,29.55,27.16,1.76,24.06,36.89,123.73,35.63,60.41,75.61,37.1,46.64,54.75,47.21,35.25,56.29,48.07,91.41,12.43,4.71,11.19,3.45,8.6,56.38,27.08,2021-11-30
울산광역시,정자2동,23.09,28.73,27.57,8.27,31.99,55.67,207.61,36.49,95.87,54.99,30.38,83.27,138.5,53.73,83.34,76.01,126.23,34.48,24.39,8.86,24.48,5.56,11.79,64.03,33.4,2021-11-30
울산광역시,정자3동,29.29,58.22,55.19,5.38,35.16,112.92,134.48,102.19,147.27,234.33,135.97,146.9,206.59,148.48,143.01,188.51,108.87,75.79,40.26,13.28,31.69,9.89,23.61,150.11,67.63,2021-11-30
울산광역시,조원1동,10.86,43.14,67.58,6.94,64.69,63.82,158.34,130.14,134.41,83.99,111.44,152.38,71.27,110.54,124.25,226.34,137.71,93.29,30.64,13.58,33.1,8.9,18.07,119.72,62.41,2021-11-30
울산광역시,조원2동,0.85,6.95,15.83,0.64,10.72,13.54,49.19,23.69,21.76,21.8,35.25,21.82,19.91,24.9,19.78,22.78,9.83,17.02,2.75,1.63,8.29,2.21,3.36,17.7,15.45,2021-11-30
울산광역시,지동,13.89,28.52,19.13,2.85,27.49,36.9,32.6,48.73,80.83,20.87,118.97,46.96,40.11,38.86,108.51,47.03,134.17,41.27,13.78,7.49,18.92,4.62,8.97,42.71,31.06,2021-11-30
울산광역시,파장동,7.23,37.03,56.92,4.26,38.96,66.49,212.06,83.54,56.5,110.92,130.71,80.31,50.86,117.25,119.83,132.86,66.05,101.62,23.32,9.96,29.12,7.62,14.91,88.39,68.75,2021-11-30
울산광역시,평동,21.48,76.28,72.02,2.71,78.62,93.87,154.56,125.96,173.1,296.91,196.39,94.87,231.13,108.06,159.44,193.67,255.15,81.37,32.99,23.51,77.16,13.57,22.43,108.15,71.47,2021-11-30
울산광역시,행궁동,8.16,31.4,57.42,4.23,38.11,63.1,134.86,67.82,69.86,196.21,75.92,78.77,90.46,68.3,130.05,147.1,102.86,35.4,23.68,10.05,29.19,7.13,14.59,63.26,68.01,2021-11-30
울산광역시,호매실동,1.64,36.41,24.97,5.73,39.8,28.95,57.75,38.52,93.65,67.72,68.9,49.57,25.18,55.63,134.33,94.16,48.11,77.46,13.09,6.31,20.88,6.5,11.76,51.27,33.94,2021-11-30
울산광역시,화서1동,16.19,31.82,27.8,2.85,39.21,39.46,114.46,60.49,124.8,152.61,53.25,83.81,55.11,71.97,15.25,46.39,46.14,87.5,18.55,7.87,19.38,5,10.53,57.01,30.51,2021-11-30
울산광역시,화서2동,2.99,47.11,36.41,8.93,32.83,62.6,137.91,100.14,46.95,111.23,97.37,77.53,96.46,94.38,104.87,128.78,72.95,73.37,23.22,8.34,20.58,6.4,15.33,86.85,53.74,2021-11-30
의왕시,고등동,12.28,189.39,193.69,14.77,174.03,236.09,447.07,394.89,344.18,404.4,436.59,472.54,504,428.24,363.49,397.05,404.29,323.89,30.07,68.87,247.44,39.55,36.96,155.76,222.16,2021-11-30
의왕시,곡선동,4.69,135.6,160.48,26.22,114.91,212.07,333.83,312.16,327.06,329.24,313.63,293.7,276.05,348.54,331.15,363.19,396.67,298.94,37.12,56.04,174.11,37.26,41.58,132.87,145.89,2021-11-30
의왕시,광교1동,65.25,902.98,786.81,97.6,833.71,1018.93,1861.97,1759.01,1622.26,1711.24,1896.83,1996.21,2126.63,1757.49,1832.19,1894.03,2047.71,1725.84,134.56,349.3,1229.82,226.39,177.62,442.09,742.87,2021-11-30
의왕시,광교2동,9.58,194.2,250.04,24.32,186.8,291.35,371.8,372.02,400.81,432.29,420.2,516.13,547.14,626.55,565.01,548.25,499.34,434.53,35.05,89.04,301.3,50.68,39,140.94,244.19,2021-11-30
의왕시,구운동,45.12,586.26,1067.95,141.45,850.17,990.62,2003.79,1867.19,1903.22,2132.66,2340.23,1835.12,1780.73,1714.37,1627.85,1766.27,1609.82,1504.88,189.75,222,963.38,202.02,218.8,785,1168.74,2021-11-30
의왕시,권선1동,25.47,369.01,530.06,52.61,474.07,503.09,1063,976.26,908.28,955.34,1090.26,972.15,986.61,916.2,954.62,960.42,985.05,956.33,73.66,162.52,619,93.09,92.05,363.94,454.1,2021-11-30
의왕시,권선2동,5.6,115.89,127.93,24.67,125.01,149.07,303.7,278.5,175.62,244.44,451.55,195.81,217.05,214.96,347.56,305.13,325.82,229.66,35.04,36.7,140.32,26.81,36.32,130.02,141.29,2021-11-30
의왕시,금곡동,50.81,563.91,846.72,111.76,791.07,782.11,1384.22,1404.41,1426.54,1453.54,1753.6,1712.75,1772.58,1823.43,1540.41,1554.06,1530.52,1509.52,185.77,241.88,911.18,154.4,177.85,591.72,734.87,2021-11-30
의왕시,망포1동,5.01,236.01,218.65,21.01,150.88,329.8,567.74,504.82,430.63,465.31,473.27,494.73,434.22,475.45,505.97,455.57,528.67,435.67,58.2,82.31,305.53,42.79,47.29,177.54,163.46,2021-11-30
의왕시,망포2동,0.66,31.15,45.62,2.46,24.88,55.01,67.34,79.07,73.66,103.41,104.91,69.84,85.57,100.72,46.84,52.07,89.27,85.66,12.98,10.97,44.95,6.97,8.92,32.9,34.67,2021-11-30
의왕시,매교동,7.7,90.73,96.38,10.45,76.16,129.1,182.82,194.72,171.55,225.97,158.82,210.39,215.71,191.15,196.85,211.7,288.99,217.04,15.21,46.41,157.19,18.13,13.29,44.69,47.29,2021-11-30
의왕시,매산동,153.35,1141.14,793.83,60.66,1152.44,996.53,2850.91,2236.7,1751.21,2077.28,2230.42,2211.23,2444.06,2236.01,1809.88,2207.52,2162.28,1565.07,136.38,242.92,1181.61,286.72,274.78,788.82,1427.05,2021-11-30
의왕시,매탄1동,1.37,45.1,40.12,6.13,59.2,33.53,65.49,52.33,66.44,111.37,105.64,113.65,57.46,130.22,109.36,124.49,104.37,70.66,15.81,14.24,51.56,7.92,11.69,39.93,30.55,2021-11-30
의왕시,매탄2동,14.47,372.61,355.92,20.66,319.68,443.99,690.21,704.3,740.02,766.57,754.74,731.87,753.46,667.64,828.25,746.65,891.83,889.88,65.46,124.59,503.61,86.68,79.56,187.11,334.14,2021-11-30
의왕시,매탄3동,16.38,795.58,655.48,41.16,518.9,989.7,1271.25,1541.92,1532.26,1580.15,1470.18,1718.33,1670.76,1473.44,1430.54,1313.02,1519.38,1591.06,124.21,338.85,1139.52,140.44,119.1,313.09,304.9,2021-11-30
의왕시,매탄4동,1.27,60.96,44.92,14.42,30.44,91.13,108.48,109.63,95.55,84.51,123.08,106.55,106.05,147.91,145.2,130.92,119.24,179.44,15.88,31.2,76.38,7.51,9.67,41.63,30.71,2021-11-30
의왕시,서둔동,47.69,519.08,794.42,35.12,677.91,718.41,1398.21,1121.13,1198.48,1520.94,1599.13,1460.09,1451.64,1372.53,1413.9,1434.26,1438.52,1337.16,79.71,175.03,859.5,161.48,120.24,393.07,1004.15,2021-11-30
의왕시,세류1동,4.05,48.35,69.91,7.24,59.81,69.73,204.49,146.58,144.93,116.88,116.99,122.53,121.63,103.82,112.78,110.97,125.88,126.93,10.5,16.74,78.77,15.87,12.96,51.23,65.01,2021-11-30
의왕시,세류2동,8.34,107.55,170.63,18.23,106.68,198.08,394.26,313.71,309.43,381.05,311.17,330.32,299.68,256.24,254.84,279.43,301.26,227.86,34.75,53.76,170.72,33.53,30.88,111.55,145.64,2021-11-30
의왕시,세류3동,2.12,34.18,103.05,8.24,53.88,93.72,171.62,133.36,258.02,128.3,119.96,113.4,151.46,118.07,131.79,160.8,169.15,112.79,25.62,23.32,77.17,10.55,15.02,74.45,62.88,2021-11-30
의왕시,송죽동,29.1,155.31,314.25,53.52,250.46,301.71,555.71,462.51,506.26,535.95,579.7,576.29,501.37,574.89,568.47,590.29,568.71,601.48,58.94,82.45,323.41,54.59,60.32,204.15,278.65,2021-11-30
의왕시,연무동,156.11,433.6,1213.48,387.59,1075.66,1115.13,1732.1,1455.86,2199.37,2234.3,2065.72,2701.33,2235.6,3027.42,2767.66,2264.25,1981.9,1606.28,263.23,300.84,1085.25,221.55,284.43,961.96,1318.25,2021-11-30
의왕시,영통1동,3.13,70.57,192.04,6.04,161.5,110.28,326.8,251.73,194.24,212.66,277.9,252.07,278.97,234.62,317.55,249.12,456.61,212.65,25.99,34.11,156.36,35.73,29.04,99.9,148.04,2021-11-30
의왕시,영통2동,4.29,247.72,235.04,8.49,129.55,365.98,465.16,491.37,489.64,536.99,512.5,516.41,529.38,459.68,484.02,472.62,519.57,471.2,33.27,90.08,349.45,60.12,52.02,114.62,155.68,2021-11-30
의왕시,영통3동,13.48,311.24,291.01,31.39,301.43,345.7,631.51,748.6,533.58,643.12,683.49,734.46,670.24,641.62,554.5,674.16,747.06,512.63,64.73,78.22,380.97,74.99,85.82,248.69,303.71,2021-11-30
의왕시,영화동,38.64,440.34,538.15,69.53,471.78,614.88,995.89,1023.49,1109.75,998.12,1089.72,1196.96,1281.16,1060.58,1036.02,1142.94,1119.64,981.74,86.85,174.76,749.72,116.16,109.98,281.95,424.81,2021-11-30
의왕시,우만1동,18.35,240.51,341.99,38.1,313.26,325.69,664.96,650.65,542.06,653.74,568.77,681.04,646.58,687.91,589.72,729.87,624.44,628.21,68.23,113.43,381.94,54.85,62.9,225.43,306.73,2021-11-30
의왕시,우만2동,6.16,104.67,144.25,22.33,114.61,162.81,308.18,254.55,288.6,226.04,272.34,245.82,320.87,301.29,299.72,255.58,293.6,259.55,26.4,39.63,171.38,28.88,28.66,98.14,135.11,2021-11-30
의왕시,원천동,28.97,475.06,499.97,64.92,468.1,600.82,1219.91,1058.4,1183.54,1110.39,1014.14,1093.56,1174.34,901.11,968.16,904.47,1098.36,1099.83,112.73,207.56,705.17,97.67,110.78,300.26,353.01,2021-11-30
의왕시,율천동,382.88,1633.53,1806.9,315.84,1921.32,2217.84,4275.63,4177.9,4247.88,4099.35,4437.87,4450.76,4126.01,4209.48,4726.83,4113.71,3891.81,2934.99,578.37,588.7,2082.41,463.09,599.22,1768.2,1936.08,2021-11-30
의왕시,인계동,84.12,935.93,1010.11,120.15,983.31,1167,2328.62,2231.17,1841.26,2129.64,2077.45,2364.11,2206.58,2075.36,1984.58,2349.37,2292.41,1933.9,172.84,324.34,1349.74,212.03,241.01,861.04,912.27,2021-11-30
의왕시,입북동,44.15,420.09,979.97,139.62,659.49,924.35,1315.91,1438.1,1396.99,1692.47,1839.32,1586.37,1565.35,1743.61,1692.09,1609.57,1663.63,1462.94,224.6,231.86,768.87,176.63,200.68,664.22,872.28,2021-11-30
의왕시,정자1동,25.15,165.86,470.54,54.1,332.58,383.07,677.21,601.55,516.28,604.41,708.33,959.06,800.52,855.85,713.54,641.08,702.11,804.24,87.12,93.71,425.46,69.45,76.76,276.02,346.81,2021-11-30
의왕시,정자2동,13.12,233.56,311.19,69.55,281.26,346.17,610.04,609.48,585.11,748.2,762.5,656.44,638.6,521.01,510.28,551.78,600.23,734.47,66.73,106.61,401.42,54.29,54.11,220.58,266.45,2021-11-30
의왕시,정자3동,107.36,502.39,458.67,52.05,643.16,477.31,1198.31,1110.39,940.92,1176.41,1369.57,1475.41,969.54,1005.01,952.94,1025.18,1272.24,961.8,104.22,152.76,689.73,130.22,135.4,369.35,519.68,2021-11-30
의왕시,조원1동,110.67,583.78,1332.36,260.17,1094.41,1192.57,2191.67,2183.94,2375.03,2554.8,2341.78,2626.67,2079.76,2376.15,2207.76,2466.48,2191.29,1855.78,261.61,371.66,1187.21,237.76,295.85,919.93,1198,2021-11-30
의왕시,조원2동,21.76,176.34,280.05,50.76,272.02,256.89,604.28,504.87,570.39,543.05,535.92,649.62,532.81,430.49,519.07,532.42,515.81,410.27,46.18,78.1,302.61,64.57,62.62,174.7,290.78,2021-11-30
의왕시,지동,10.63,128.28,197.7,31.69,239.48,128.82,348.55,303.78,381.63,364.31,399.34,441.15,372.21,375.19,348.65,426.13,321.89,332.71,37.57,73.59,245.3,21.36,28.68,130.66,141.44,2021-11-30
의왕시,파장동,103.23,866.35,1870.18,212.68,1504.28,1548.16,3440.61,3089.88,2828.03,3419.43,3188.27,3254.58,3049.23,2842.43,2969.59,3088.84,2938.56,2534.22,206.84,591.44,1888.36,313.71,291.11,890.98,1559.28,2021-11-30
의왕시,평동,21.25,685.83,1275.99,62.65,800.54,1245.18,1995.28,2151.91,2002.04,2060.46,1768.98,2080.8,2342.48,1899.78,2131.33,1985.72,2115.63,2027.68,89.36,440.8,1664.84,175.55,118.04,324.34,605.69,2021-11-30
의왕시,행궁동,284.15,686.09,1052.44,254.43,1169.17,1107.95,2391.44,1966.62,2071.63,2065.39,2351.45,2488.91,1877.42,2701.83,2167.71,2565.98,2571.08,2091.88,390.25,284.34,991.53,216.47,336.89,1175.4,1246.92,2021-11-30
