인구이동_기점,인구이동_종점,0세_19세 일평균 외부유입 인구,20세_39세 일평균 외부유입 인구,40세_64세 일평균 외부유입 인구,65세 이상 일평균 외부유입 인구,남성_일평균 외부유입 인구,여성_일평균 외부유입 인구,2020년 1월_일평균 외부유입 인구,2020년 2월_일평균 외부유입 인구,2020년 3월_일평균 외부유입 인구,2020년 4월_일평균 외부유입 인구,2020년 5월_일평균 외부유입 인구,2020년 6월_일평균 외부유입 인구,2020년 7월_일평균 외부유입 인구,2020년 8월_일평균 외부유입 인구,2020년 9월_일평균 외부유입 인구,2020년 10월_일평균 외부유입 인구,2020년 11월_일평균 외부유입 인구,2020년 12월_일평균 외부유입 인구,주중_새벽(0시-6시)_일평균 외부유입 인구,주중_출근(7시-9시)_일평균 외부유입 인구,주중_주간(10시-17시)_일평균 외부유입 인구,주중_퇴근(18시-20시)_일평균 외부유입 인구,주중_야간(21시-23시)_일평균 외부유입 인구,주말_첨두시(11시-19시)_일평균 외부유입 인구,주말_비첨두시(20시-10시)_일평균 외부유입 인구,데이터기준일자
광명시,율천동,90.39,345.96,230.5,36.68,270.66,432.87,971.72,633.15,456.73,636.05,797.11,653.38,655.68,648.83,759.14,885.83,895.98,448.37,96.27,99.91,371.53,77.28,96.2,314.44,294.21,2021-11-30
광명시,인계동,21.56,316.79,328.85,30.79,274.82,423.17,811.94,641.73,682.3,670.52,720.23,862.11,680.02,518.83,572.85,738.09,696.47,777.37,78.76,98.22,380.58,56.95,82.47,347.08,353.44,2021-11-30
광명시,입북동,17.32,102.94,207.2,18.62,105.26,240.82,354.61,284.25,252.83,285.44,370.27,332.67,397.48,346.34,384.26,476.46,383.21,281.18,37.05,56.82,181.43,36.93,29.71,155.41,201.12,2021-11-30
광명시,정자1동,12.21,67.45,71.21,13.84,80.01,84.69,148.77,87.72,114.27,138.95,140.76,129.82,236.35,161.17,150.98,237.23,266.35,160.01,15.86,25.52,93.62,10.51,15.17,89.48,85.39,2021-11-30
광명시,정자2동,2.81,50.44,76.09,20.98,66.26,84.06,131.57,141.01,112.85,144.76,182.61,158.29,203.49,155.14,151.79,131.87,144.71,145.06,16.14,25.21,85.67,8.56,12.51,81.59,74.35,2021-11-30
광명시,정자3동,21.14,137.13,109.39,31.45,129.51,169.6,242.44,217.36,268.9,252.36,299.73,372.41,350.7,274.89,198.44,388.65,430.32,289.72,19.49,37.9,200.47,33.56,28.3,109.98,137.24,2021-11-30
광명시,조원1동,26.75,109.69,241.31,31.2,159.86,249.09,471.94,374.69,466.23,356.13,433.92,448.22,377.28,365.49,418.06,411.61,431.79,350.43,50.56,81.36,230.25,33.17,39.49,167.01,176.74,2021-11-30
광명시,조원2동,7.4,40.51,75.51,5.14,40.19,88.37,134.47,89.89,94.86,107.12,126.07,183.28,137.61,199.65,135.34,128.54,121.76,82.69,18.79,20.64,62.56,17.34,13.88,45.68,71.16,2021-11-30
광명시,지동,2.16,26.22,26.13,12.25,27.92,38.84,82.83,55.43,113.08,61.5,70.9,101.91,43.09,40.11,39.26,57.74,65.97,68.64,9.88,11.74,32.75,4.79,6.89,32.31,36.24,2021-11-30
광명시,파장동,20.65,220.79,304.87,19.31,219.08,346.52,532.12,518.61,531.93,572.29,561.51,618.04,626.66,683.42,522.68,545.07,622.13,452.14,60.52,119.09,343.79,51.03,43.35,172.38,261.78,2021-11-30
광명시,평동,11.74,229.04,507.03,19.16,186.89,580.08,607.59,631.78,702.82,748.05,650.62,787.94,845.8,776.98,879.88,898.12,854.68,817.15,58.12,154.37,568.3,68.07,46.55,182.26,261.1,2021-11-30
광명시,행궁동,13.6,62.66,98.46,6.57,71.8,109.49,178.79,112.97,151.53,187.48,196.81,181,167.01,145.72,216.26,300.87,195.74,138.74,7.66,23.01,103.03,14.42,13.54,66.31,164.47,2021-11-30
광명시,호매실동,6.32,46.66,72.37,3.46,50.43,78.4,210.72,145.34,104.56,105.02,108.32,104.53,138.23,177.5,114.32,93.49,135.59,107.55,21.94,21.56,58.97,11.5,15.09,64.38,63.87,2021-11-30
광명시,화서1동,3.47,38.55,66.92,4.27,36.57,76.64,106.54,113.91,127.95,157.04,93.26,102.26,105.82,135.14,102.17,111.13,119.43,84.81,11.09,21.28,68.37,8.28,9.96,44.71,53.98,2021-11-30
광명시,화서2동,17.4,104.42,161.87,34.81,148.33,170.18,377.48,308.45,238.54,415.72,331.87,303.61,296.62,296.05,312.53,316.76,363.7,263.98,31.14,60.1,188.88,29.42,27.93,125.7,145.06,2021-11-30
광주광역시,고등동,2.79,26.73,38.3,3.01,24.42,46.42,80.11,78.39,36.18,26.54,69.35,61.02,147.46,68.87,74.44,53.2,78.63,67.68,14.47,8.19,23.72,5.11,9.24,51.97,38.86,2021-11-30
광주광역시,곡선동,8.28,112.13,136.14,22.59,129.15,149.98,346.84,317.02,209.53,368.46,372.44,221.1,225.67,334.49,206.53,245.26,276.27,227.07,70.28,31.03,82.5,20.95,43.21,218.3,139.37,2021-11-30
광주광역시,광교1동,65.29,190.57,197.54,56.7,262.91,247.2,1086.59,523.77,453.39,385.38,681.83,559.92,392.99,378.42,419.02,461.87,373.41,395.76,102.21,57.43,174.58,39.43,71.52,385.34,288.35,2021-11-30
광주광역시,광교2동,11.34,66.06,85.97,14.31,79.63,98.06,267.15,155.6,175.85,229.49,185.41,125.6,181.33,201.72,126.09,164.29,158.04,158.03,35.99,22.75,56.83,10.58,21.92,158.85,93.52,2021-11-30
광주광역시,구운동,11.52,98.05,140.15,20.76,98.41,172.08,354.54,463.83,315.28,217.53,151.12,280.29,165.26,180.19,285,154.59,189.12,498.05,85.68,25.79,68.11,23.66,52.18,204.9,103.55,2021-11-30
광주광역시,권선1동,20.48,193.99,206.63,20.57,191.83,249.83,666.79,646.21,317.58,300.16,348.11,379.19,365.24,650.01,319.57,514.85,367.93,424.65,112.66,44.96,123.3,33.67,70.07,368.43,216.87,2021-11-30
광주광역시,권선2동,8.57,89.84,131,31.86,119.4,141.86,399,328.78,206.25,228.21,232.29,423.8,221.36,229.06,151.04,230.93,209.61,278.15,56.74,23.24,71.46,18.9,37.12,254.93,141.85,2021-11-30
광주광역시,금곡동,30.19,107.95,189.06,32.75,170.56,189.39,703.06,314.21,474.85,227.78,295.36,194.83,533.33,348.01,209.2,297.77,285.43,415.77,92.94,38.82,93.69,24.17,54.53,336.83,163.69,2021-11-30
광주광역시,망포1동,27.93,130.61,219.48,68.32,237.48,208.85,770.37,326.14,531.84,233.75,403.71,270.25,501.78,521.71,406.07,352.69,542.96,476.24,114.13,45.73,120.02,36.01,74.25,384.74,203.15,2021-11-30
광주광역시,망포2동,15.03,77.51,63.08,21.98,94.41,83.18,421.54,66.05,169.19,101.47,241.85,78.47,193.44,129.93,156.46,163.2,249.79,148.54,50.64,21.45,51.69,13.04,29.58,138.88,66.92,2021-11-30
광주광역시,매교동,0.4,9.92,12.22,4.56,10.62,16.48,14.96,26.67,33.37,9.46,16.36,29.28,47.08,14.48,15.62,64.04,14.12,23.11,6.54,2.48,7.37,1.85,3.22,13.9,10.45,2021-11-30
광주광역시,매산동,41.42,173.01,125.26,17.35,134.97,222.08,602.37,323.14,249.5,249.34,306.51,331.38,400.42,451.97,354.76,366.1,399.51,244.43,70.74,29.42,115.3,31.84,54.77,258.81,236.77,2021-11-30
광주광역시,매탄1동,11.9,39.75,40.53,11.98,56.19,47.97,167.04,100.74,103.22,143.46,144.71,73.88,104.6,128.05,64.56,67.99,80.83,63.72,33.99,11.55,24.41,7.22,17.49,82.48,41.62,2021-11-30
광주광역시,매탄2동,22.98,155.28,203.9,30.82,181.75,231.23,524.26,481.76,292,350.4,415.3,386.24,474.64,414.51,384.13,441.86,341,447.98,92.4,44.54,128.19,30.42,62.63,356.31,194.73,2021-11-30
광주광역시,매탄3동,20.02,167.4,225.27,23.83,111.69,324.83,658.11,492.28,448.24,401.99,432.72,329.21,369.96,323.42,519.38,464.27,372.03,426.23,90.39,62.37,195.61,37.16,63.22,262.72,143.03,2021-11-30
광주광역시,매탄4동,3.33,66.23,46.56,1.01,50.76,66.37,150.27,103.44,58.28,132.64,107.03,165.98,155.52,107.37,69.26,112.44,98.65,131.66,36.14,12.22,21.92,4.86,15.16,130.27,45.49,2021-11-30
광주광역시,서둔동,9.73,75.83,107.16,30.29,86.89,136.12,373.99,453.62,154.79,181.76,191.74,159.84,184.32,153.17,127.99,253.48,188.16,260.53,47.28,22.4,71.04,17.2,31.53,166.86,140.67,2021-11-30
광주광역시,세류1동,0.88,16.96,12.76,2.28,11.4,21.49,69.71,31.13,8.81,18.36,24.69,42.66,26.31,28.85,51.87,22.06,23.25,32.18,8.77,2.77,10.26,2.61,4.77,15.87,14.67,2021-11-30
광주광역시,세류2동,23.28,74.48,121.12,13.75,87.55,145.08,359.45,296.07,190.48,229.64,303.98,154.03,269.71,200.77,235.49,201.44,255.14,97.61,64.37,22.24,71.72,19.99,37.65,156.06,118.55,2021-11-30
광주광역시,세류3동,3.62,38.85,41.39,7.18,51.89,39.14,167.95,72.1,84.13,48.21,49.26,158.52,86.65,63.55,71.83,107.83,109.89,68.13,24.84,9.91,26.53,6.61,14.14,65.43,39.49,2021-11-30
광주광역시,송죽동,1.74,42.17,51.49,10.94,66.25,40.09,134.02,77.95,198.16,63.77,158.8,126.03,97.48,74.77,79.66,107.46,112.67,26.58,31.93,12.01,24.28,5.71,13.25,90.37,46.84,2021-11-30
광주광역시,연무동,7.4,87.9,51.22,9.62,60.12,96.02,203.44,97.68,204.53,177.63,328.62,155.21,136.89,99.78,79.7,158.45,146.37,75.03,45.03,18.52,44.83,11.67,24.24,111.13,71.85,2021-11-30
광주광역시,영통1동,13.48,51.67,79.09,21.86,73.34,92.76,183.02,151,268.68,235.57,181.45,104.47,130.87,170.53,139.82,139.23,199.37,87.84,48.25,16.5,36.37,11.2,26.82,155.81,76.62,2021-11-30
광주광역시,영통2동,12.01,104.97,97.25,10.71,101.5,123.45,355.89,238.61,231.67,248.82,264.55,240.53,228.59,210.7,132.51,166.15,258.43,123.12,60.37,22.28,67.23,18.96,39.41,166.24,100.76,2021-11-30
광주광역시,영통3동,37.25,210.79,203.44,27.06,188.25,290.29,409.57,557.7,593.93,316.8,566.62,629.2,506.28,349.46,511.47,533.5,368.51,401.71,138.09,45.86,123.53,40.21,83.11,376.13,222.69,2021-11-30
광주광역시,영화동,14.12,75.47,133.54,14.24,86.4,150.97,336.13,400.18,169.09,141.77,294.28,221.76,272.63,253.93,156.27,203.2,175.05,226.51,60.56,23.96,64.09,18.43,39.16,202.93,112.99,2021-11-30
광주광역시,우만1동,2.83,74.07,83.34,13.54,65.4,108.38,292.28,183.43,107.57,132.06,152.71,175.95,262.62,146.25,101.47,190.65,140.93,195.4,44.82,19.06,49.94,12.76,26.65,129.18,96.37,2021-11-30
광주광역시,우만2동,18.32,126.26,59.42,10.98,122.43,92.55,299.75,250.81,190.94,130.26,169.93,133.28,233.55,252.52,249.61,237.19,202.7,226.91,69.66,24.67,56.59,14.04,33.72,166.9,89.15,2021-11-30
광주광역시,원천동,62.54,207.05,256.54,35.16,227.45,333.84,764.73,615.09,487.24,557.91,535.67,356.44,453.08,369.65,619.73,735.35,557.01,682.08,148.57,66.58,184.23,41.49,90.06,403.49,234.28,2021-11-30
광주광역시,율천동,109.5,328.97,155.5,56,213.12,436.84,653.55,491.41,1115.59,761.66,523.8,398.62,532.76,681.47,1494.01,406.19,360.32,383.32,166.4,69.68,189.66,47.68,103.13,540.8,294.11,2021-11-30
광주광역시,인계동,31.73,360.88,403.93,64.17,328.88,531.84,1375.72,879.31,1023.6,560.71,968.25,694.85,889.39,887.63,709.49,833.1,867.61,620.39,271.71,79.78,191.11,67.88,162.71,689.18,392.02,2021-11-30
광주광역시,입북동,14.18,33.25,46.06,9.31,49.27,53.54,344.44,68.24,45.61,57.44,68.8,74.99,60.4,147.31,152.94,51.72,110.23,48.83,23.26,12.17,38.06,8.67,15.04,66.69,50.21,2021-11-30
광주광역시,정자1동,1.95,23.34,92.28,7.53,54.5,70.6,209.37,89.18,87.66,118.3,137.28,93.67,126.15,131.1,136.7,162.93,91.29,109.4,31.46,12.22,27.71,7.13,16.82,126.55,61.52,2021-11-30
광주광역시,정자2동,1.8,33.12,54.37,15.53,28.74,76.08,195.82,65.36,71.34,40.21,106.22,68.24,88.08,190.25,104.1,115.34,61.03,132.2,27.69,10.74,25.86,5.92,14.6,99.68,48.53,2021-11-30
광주광역시,정자3동,22.88,78.94,81.66,9.05,59.91,132.62,226.58,237.58,246.47,85.31,115.29,106.02,284.59,204.03,166.53,245.27,159.31,224.64,46.7,19.28,55.86,14.9,29.99,156.88,98.78,2021-11-30
광주광역시,조원1동,19.09,90.5,91.99,18.86,90.66,129.77,291.6,200.73,120.73,162.57,246.98,194.92,217.25,187.44,205,289.45,191.03,332.1,54.86,22.49,62.28,17.74,33.49,187.04,107.9,2021-11-30
광주광역시,조원2동,2.41,9.65,25.18,2.99,20.57,19.67,51.62,29.54,58.15,27.7,89.71,27.44,21.48,28.74,25.07,43.14,37.64,37.07,7.78,3.42,12.84,3.53,6.91,25.34,25.11,2021-11-30
광주광역시,지동,5.17,32.07,50.63,10.34,53.05,45.16,259.41,66.13,93.67,112.5,123.77,70.32,51.56,75.97,43.38,43.72,175.06,54.21,29.14,10.8,27.63,7.08,14.71,75.79,40.95,2021-11-30
광주광역시,파장동,6.44,69.57,115.38,10.05,96.7,104.74,304.63,181.02,151.84,157.47,243.78,124.74,152.32,141.68,112.32,273.47,367.79,203.51,47.17,20.91,59.89,15.02,31.46,169.8,99.65,2021-11-30
광주광역시,평동,8.07,87.07,115.69,31.42,79.42,162.83,388.16,332.53,213.24,228.16,256.54,259.57,139.54,240.01,123.69,212.01,211.78,302.87,50.57,28.92,92.31,17.6,32.36,177.23,116.63,2021-11-30
광주광역시,행궁동,3.82,54.35,78.06,4.6,63.78,77.04,196.65,104.41,72.52,78.01,128.53,147.83,150.34,137.99,97.92,222.5,144.08,201.41,34.72,12.09,43.07,13.05,24.45,78.45,94.85,2021-11-30
광주광역시,호매실동,8.96,36.36,63.62,5.83,47.96,66.83,203.24,132.23,125.4,111.36,125.85,89.27,100.04,118.57,146.21,100.68,74.26,50.19,23.85,10.47,30.81,9.74,19.33,106.28,60.36,2021-11-30
광주광역시,화서1동,9.1,15.99,71.48,12.88,41.28,68.18,116.15,99.03,48.94,49.89,120.15,82.59,85.21,197.51,73.83,192.35,83.91,144.88,25.99,10.77,29.54,6.78,14.45,99.66,56.61,2021-11-30
광주광역시,화서2동,13.75,52.89,80.63,29.33,78.8,97.8,209.94,243.92,150.34,161.36,207.57,158.81,146.08,200.22,193.56,159.49,167.26,124.23,45.89,21.41,55.19,11.65,24.76,143.49,77.69,2021-11-30
광주시,고등동,8.51,134.81,115.68,14.78,81.77,192.01,286.96,238.53,217.98,245.95,276.97,308.88,257.84,259.75,236.33,331.27,314.18,308.71,34.95,44.58,152.52,19.77,26.53,127.93,134.3,2021-11-30
광주시,곡선동,15.78,203.14,199.62,16.01,165.41,269.15,406.43,449.58,337.5,381.97,362.04,414.57,380.49,467.82,438.02,499.78,502,575.4,80.28,57.98,190.14,34.81,58,254.93,213.23,2021-11-30
광주시,광교1동,129.65,1104.88,1069.63,122.67,862.5,1564.34,2867.99,2562.02,2268.17,2545.83,2508.38,2412.49,2436.02,2264.24,2283.03,2333.33,2366.68,2279.34,189.37,446.14,1575.86,244.1,236.7,705.93,1052.46,2021-11-30
광주시,광교2동,30.08,332.06,441.45,40.75,346.02,498.33,793.15,637.18,591.69,709.56,754.01,729.74,1048.34,1037.62,975.8,999.72,992.34,850.63,73.53,129.28,527.65,84.77,80.39,264.56,450.65,2021-11-30
광주시,구운동,23.09,190.78,254.68,15.86,142.45,341.96,634.75,411.57,556.96,503.12,568.38,521.6,426.24,477.16,398.62,508.19,411.54,386.82,80.01,60.07,226.4,37.68,56.7,297.99,245.77,2021-11-30
광주시,권선1동,36.09,533.39,476.64,39.6,333.19,752.53,1286.86,1141.55,1049.11,994.44,900.41,976.94,1103.18,1079.58,1130.29,1143.09,1230.88,995.61,139.95,156.95,597.55,90.03,122.82,546.29,485.06,2021-11-30
광주시,권선2동,14.97,124.47,182.33,39.78,150.18,211.36,309.35,332.72,548.86,387.08,297.46,357,385.99,327.41,391.46,328.24,323.95,347.56,57.76,41.5,168.07,29.62,45.84,215.44,193.37,2021-11-30
광주시,금곡동,44.34,229.84,309.61,29.06,251.61,361.24,642.45,570.03,686.21,560.34,562.49,605.28,535.7,602.43,559.76,764.47,670.19,590.24,97.55,73.64,274.75,43.36,68.82,421.33,329.37,2021-11-30
광주시,망포1동,14.57,284.15,298.09,102.35,254.99,444.18,646.8,825.15,683.47,651.43,670.58,691.47,762.02,642.73,733.7,717.01,657.41,714.38,104.88,107.19,419.18,68.93,81.31,242.77,249.02,2021-11-30
광주시,망포2동,3.25,66.38,74.65,27.24,87.52,84.01,157.96,191.24,161.1,218.5,163.58,155.16,135.95,147.61,198.84,213.85,151.43,165.63,24.5,27.49,93.95,15.81,20.09,76.11,69.45,2021-11-30
광주시,매교동,6.4,91.13,93.09,5.43,64.78,131.28,167.2,158.3,130.55,181.52,182.77,227.17,218.45,210.37,210.69,218.11,235.77,211.62,10.44,36.73,150.19,18.43,15.54,43.74,63.43,2021-11-30
광주시,매산동,112.66,769.06,411.13,37.15,530.37,799.63,1501.45,1247.24,1160.16,1239.2,1260.09,1496.83,1453.69,1546.64,1046.58,1456.93,1452.12,1091.03,134.1,118.21,642.22,134.57,159.61,721.52,964.44,2021-11-30
광주시,매탄1동,30.76,61.33,72.64,5.7,68.9,101.52,125.91,124.56,76.46,79.96,106.51,184.55,156.54,113.2,221.63,560.52,128.68,161.45,37.96,22.06,76.53,14.18,22.67,92.28,70.64,2021-11-30
광주시,매탄2동,39.3,647.97,702.65,51.32,548.83,892.41,1410.94,1547.34,1306.65,1455.96,1333.77,1470.92,1670.41,1275.98,1479.9,1628.52,1444.62,1279.55,167.89,219.98,848.07,133,155.6,530.7,700.68,2021-11-30
광주시,매탄3동,10.39,610.82,492.19,33.22,265.61,881.01,1069.9,1042.25,1090.51,1123.79,1080.23,1156.53,1254.05,1150.56,1349.79,1195.36,1144.25,1101.45,92.67,260.1,838.16,96.6,88.01,283.86,286.03,2021-11-30
광주시,매탄4동,4.64,54.41,50.41,7.84,39.22,78.08,113.1,109.39,99.06,74.92,71.25,76.48,160.41,112.43,119.64,290.15,96.93,79.99,15.85,20.93,66.07,8.02,11.87,58.69,44.87,2021-11-30
광주시,서둔동,46.5,266.51,337.58,17.22,239.62,428.18,573.04,585.45,826.59,698.82,684.8,877.41,554.05,563.48,650.38,674.66,619.28,705.92,78.99,88.69,381.5,61.6,64.86,263.51,384.53,2021-11-30
광주시,세류1동,16.02,43.58,62.48,5.52,55.64,71.96,233.25,113.57,84.03,80.2,95.99,89.14,122.56,75.25,142.7,166.86,147.64,177.48,20.47,16.15,65.36,11.46,16.65,61.77,59.58,2021-11-30
광주시,세류2동,8.7,150.13,135.73,16.07,97.6,213.02,369.09,366.03,275.2,360.22,331.63,269.78,319.86,232.28,228.18,272.07,432.58,275.66,47.23,36.61,146.9,22.51,30.59,207.21,170.88,2021-11-30
광주시,세류3동,12.2,50.64,108.19,20.21,67.09,124.14,185.86,143.01,224.86,205.36,132.58,179.61,176.59,111.8,145.57,191.93,325.81,271.66,52.34,25.74,76.61,12.4,24.92,109.51,79.75,2021-11-30
광주시,송죽동,8.98,62.24,117.27,9.58,102.3,95.77,234.6,131.02,152.37,212.16,205.54,221.01,232.49,216.17,246.48,184.15,180.34,158.33,34.01,25.5,96.42,15.48,20.6,111.45,101.87,2021-11-30
광주시,연무동,36.35,171.59,247.69,63.28,181.18,337.74,495.18,581.75,462.62,551.8,530.77,480.95,482.6,487.39,501.9,552.43,590.6,514.69,71.91,84.33,262.83,40.27,56.14,240.54,287.04,2021-11-30
광주시,영통1동,52.89,226.92,210.69,17.57,196.48,311.59,609.65,461.06,416.12,478.2,557.13,779.96,486.24,448.9,479.23,476.58,375.95,527.37,75.3,74.26,232.83,50.76,67.26,272.92,254.44,2021-11-30
광주시,영통2동,14.84,369.51,257.69,54.12,222.79,473.38,875.24,758.93,689.87,792.6,712.23,808.93,655.27,580.58,610.09,616.62,655.14,605.27,54,112.11,473.97,73.39,71.27,214.46,258.61,2021-11-30
광주시,영통3동,97.79,504.18,615.36,54.83,561.74,710.43,1407.93,1348.34,1089.28,1246.94,1203.18,1465.56,1430,1075.36,1093.37,1295.96,1413.57,1205.73,149.27,144.86,700.07,152.69,169.82,517.61,642.37,2021-11-30
광주시,영화동,37.62,327.36,317.93,33.31,235.52,480.69,655.22,658.47,511.29,616.34,731.68,780.86,907.09,688.26,701.85,686.8,850.4,805.32,83.27,103.05,430.83,58.27,72.09,336.16,301.19,2021-11-30
광주시,우만1동,24.06,218.27,292.21,22.97,171.88,385.62,551.51,733.93,525.17,546.85,531.52,534.89,567.9,544.65,461.03,690.47,519.25,488.88,53.33,79.47,309.67,53.54,58.53,247.76,317.2,2021-11-30
광주시,우만2동,16.72,104.09,145.41,17.27,88.01,195.47,281.29,297.59,293.47,458.8,257.66,405.61,241.94,246.85,214.71,267.34,238.08,205.32,48.39,38.78,134.9,24.23,34.76,157.34,132.26,2021-11-30
광주시,원천동,28.21,652.1,740.82,50.74,478.11,993.77,1579.29,1462.03,1447.98,1568.64,1458.57,1574.41,1712.27,1265.37,1368.5,1465.25,1426.43,1334.76,154.9,256.33,963.02,123.09,137.36,503.4,558.29,2021-11-30
광주시,율천동,48.64,287.22,297.74,17.4,243.28,407.73,879.35,651.67,577.01,628.84,634.54,623.43,546.34,529.18,655.12,693.56,764.39,630.93,88.58,86.15,315.53,58.69,79.7,362.06,345.28,2021-11-30
광주시,인계동,90.14,1250.78,941.87,68.17,858.3,1492.67,2459.82,2464.21,2028.64,2334.84,2356.71,2936.54,2383.37,2211.6,2089.89,2525.78,2509.78,1932.81,295.49,285.36,1239.35,198.68,283.15,1304.91,1169.33,2021-11-30
광주시,입북동,8.38,92.76,124.34,10.88,81.48,154.89,241.14,186.33,194.7,186.44,230.53,202.37,239.41,261.24,372.5,270.9,233.04,216.23,28.83,33.95,114.92,22.1,24.37,128.54,138.57,2021-11-30
광주시,정자1동,7.01,69.08,141.61,7.54,75.87,149.37,247.6,183.85,146.3,162.54,200.7,240.61,143.54,238.63,288.61,340.42,279.07,230.59,29.76,30.29,107.37,14.76,23.09,156.2,119.34,2021-11-30
광주시,정자2동,8.76,96.65,177.85,11.37,104,190.63,299.43,271.35,258.33,301.49,283.56,278.61,267.53,241.17,221.79,418.43,409.18,284.25,41.13,39.63,130.72,15.34,27.56,228.08,167.96,2021-11-30
광주시,정자3동,43.14,136.1,134.75,16.85,141.85,188.99,392.4,274.9,312.18,323.39,330.38,414.45,332.4,287.99,267.18,441.24,311.91,277.93,38.71,41.61,185.87,28.34,35.87,156.82,175.15,2021-11-30
광주시,조원1동,41.78,182.29,266.74,21.74,175.47,337.09,575.35,404.87,365,427.46,579.01,555.95,534.68,483.95,580.14,638.52,505.04,494.32,71.77,70.29,256.44,48.18,58.24,256.31,275.47,2021-11-30
광주시,조원2동,6.89,51.08,80.22,8.19,64.94,81.43,187.48,130.23,119.55,155.93,168.73,159.04,151.82,150.07,153.77,128.38,127.66,123.13,8.22,14.7,85.1,16.3,18.39,58.12,97.5,2021-11-30
광주시,지동,16.21,83.04,122.2,9.6,83.87,147.2,213.67,226.3,204.74,206.64,193.67,182.39,323.6,245.29,279,258.01,235.83,202.68,29.51,40.41,124.07,14.72,20.4,123.23,112.75,2021-11-30
광주시,파장동,36.42,230.86,337.88,19.47,229.51,395.12,766.4,628.68,516.22,614.86,694.53,686.6,613.93,597.37,637.27,604.85,549.92,584.88,54.06,102.51,398.16,52.54,54.78,243.55,286.82,2021-11-30
광주시,평동,25.21,379.41,542.22,35.78,223.41,759.2,720.76,699.73,887.14,807.42,840.75,927.04,1189.67,987.15,1119.06,1166.42,1271.42,1162.87,68.35,166.81,696.3,79.79,74.83,321.15,400.82,2021-11-30
광주시,행궁동,24.17,232.26,281.48,41.11,214.55,364.48,433.33,476.49,605.26,495.55,684.04,657.89,562.96,577.14,535.74,755.31,666.6,492.67,51.21,61.48,315,57.04,65.12,240.7,411.84,2021-11-30
광주시,호매실동,20.6,88.84,115.92,11.57,87.17,149.75,231.09,245.97,195.51,268.02,185.09,192.82,191.25,266.18,198.16,271.1,358.97,241.79,27.76,32.78,116.9,19.34,25.11,134.97,139.83,2021-11-30
광주시,화서1동,35.85,120.57,164.99,36.01,147.43,210,385.36,262.86,297.38,297.42,305.07,385.42,375.65,415.21,450.31,514.37,320.82,273.98,58.92,61.46,195.92,22.82,32.81,179.21,141.68,2021-11-30
광주시,화서2동,10.18,137.17,245.44,8.68,104.32,297.15,406.3,460.1,391.86,420.97,415.28,411.98,384.78,426.66,408.4,426.73,327.12,340.07,52.04,56.71,183.41,23,33.24,301.68,233.49,2021-11-30
구리시,고등동,2.19,29.24,47.11,3.82,28.3,54.06,107.51,69.71,67.61,66,62.15,110.43,68.08,84.73,82.53,114.04,99.46,56.28,8.32,17.14,49.57,7.18,8.31,31.29,30.56,2021-11-30
구리시,곡선동,5.96,33.91,54.91,1.37,34.17,61.99,120.86,33.72,76.31,144.3,153.56,79.46,62.14,153.77,74.94,71.89,97.33,81.95,18.56,12.94,39.71,6.19,11.11,66.29,49.12,2021-11-30
구리시,광교1동,44.54,139.78,185.73,11.46,113.62,267.9,469.46,428.53,352.31,388.18,353.37,400.42,352.85,267.19,237.5,386.47,471.23,472.76,32.9,66.25,254.34,37.26,34.24,110.22,161.75,2021-11-30
구리시,광교2동,4.59,58.23,67.83,2.68,33.06,100.28,106.49,69.73,102.46,104.45,79.19,126.83,161.58,189.1,140.21,166.85,174.92,174.54,13.89,18.22,72.46,9.49,10.82,73.36,81.24,2021-11-30
구리시,구운동,4.19,34.76,62.48,4.22,41.15,64.5,135.6,86.43,81.42,103.18,88.82,150.61,152.78,141.96,87.89,85.5,80.41,71.94,16.45,13.71,48.69,8.1,11.39,64.78,59.29,2021-11-30
구리시,권선1동,2.6,73.12,94.03,3.79,46.66,126.87,146.01,103.59,171.36,144.7,144.26,97.98,122.6,155.98,184.88,433.18,159.71,210.25,37.32,19.33,66.43,12.9,23.22,121.79,87.89,2021-11-30
구리시,권선2동,1.64,31.3,26.11,6.71,27.25,38.51,42.31,43.13,106.47,74.56,176.29,31.73,31.68,83.59,32.72,40.79,59.01,49.59,12.74,7.11,23.92,4.42,8.66,43.76,34.96,2021-11-30
구리시,금곡동,26.36,51.95,91.3,6.13,58.12,117.62,199.34,250.68,234.52,122.26,220.16,122.14,159.82,152.67,147.89,187.04,193.34,120.07,36.56,27.93,76.93,12.09,21.5,105.9,71.66,2021-11-30
구리시,망포1동,3.17,61.58,64.35,4.89,50.38,83.61,149.75,104.27,178.75,162.22,116.36,87.31,145.95,106.71,106.55,107.16,166.11,174.4,23,21.17,67.18,9.47,14.24,77.05,54.24,2021-11-30
구리시,망포2동,7.68,14.77,18.89,0.9,27.82,14.43,116.43,28.14,41.98,54.34,33.67,25.85,31.53,34.65,15.74,49.9,30,36.92,6.06,6.32,20.35,1.97,3.58,23.24,17.62,2021-11-30
구리시,매교동,1.53,13.18,33.43,0.29,6.24,42.21,36.85,33.83,32.74,31.68,58.34,32.01,33.32,46.69,86.55,65.4,77.86,42.42,3.72,11.04,34.95,3.27,1.41,9.84,9.64,2021-11-30
구리시,매산동,6.77,81.96,79.3,5.39,57.74,115.67,210.79,132.26,141.41,125.59,154.92,185.5,164.29,166.73,157.35,230.46,246.82,162.85,22.66,19.33,81.9,17.15,20.93,90.81,111.41,2021-11-30
